Topic_Folder,Source_File,Sentence,Extracted_Aspects,Sentiment,Confidence_Score
Music Sharing,9SZ2DJ_music_sharing.txt,So I feel like this summer I was exploring what kind of music I like the most and the genre.,"i, this summer, i, what kind, music, i, the genre",Positive,0.6479
Music Sharing,9SZ2DJ_music_sharing.txt,"So me and my roommates, I had an internship.","i, an internship",Neutral,0.8127
Music Sharing,9SZ2DJ_music_sharing.txt,So we talk about music a lot and exchange what we like and what they like.,"we, music, what, we, what, they",Neutral,0.6436
Music Sharing,9SZ2DJ_music_sharing.txt,And I kind of discovered what I kind of like.,"i, what, i",Positive,0.6346
Music Sharing,9SZ2DJ_music_sharing.txt,"So it's usually just like friends being like, what do you like?","it, friends, what, you",Neutral,0.8562
Music Sharing,9SZ2DJ_music_sharing.txt,And just playing music.,music,Neutral,0.7802
Music Sharing,9SZ2DJ_music_sharing.txt,"Well, I think it's like getting to know that person more because sometimes like a lot of the songs aren't just songs.","i, it, that person, a lot, the songs, just songs",Neutral,0.5879
Music Sharing,9SZ2DJ_music_sharing.txt,"They'll be like, there's like a story behind why they like that song.","they, a story, they, that song",Neutral,0.7697
Music Sharing,9SZ2DJ_music_sharing.txt,"They're like, oh, I like this because like they connect it to something in their life or they're like, oh, this is who introduced this to me.","they, i, this, they, it, something, their life, they, this, who, this, me",Positive,0.7833
Music Sharing,9SZ2DJ_music_sharing.txt,"Or like there's different phases in your life where you listen to certain types of music or whatever, right?","different phases, your life, you, certain types, music, whatever",Neutral,0.8954
Music Sharing,9SZ2DJ_music_sharing.txt,"So I think it like, and because, and when I listen to that song, I think of these people.","i, it, i, that song, i, these people",Neutral,0.7343
Music Sharing,9SZ2DJ_music_sharing.txt,"So I think it's like a good bond to have, to have shared music.","i, it, a good bond, shared music",Positive,0.9395
Music Sharing,PYIPEW_music_sharing.txt,"I will often listen by myself, but I also do like talk about my music taste all the time with all my friends.","i, myself, i, my music, all the time, all my friends",Positive,0.7391
Music Sharing,PYIPEW_music_sharing.txt,"So like, I think it's sort of, both ways.","i, it",Neutral,0.8348
Music Sharing,PYIPEW_music_sharing.txt,"I mean, I liked like when it was my song listening by myself, I really enjoyed it.","i, i, it, my song, myself, i, it",Positive,0.9749
Music Sharing,PYIPEW_music_sharing.txt,"When it was other people's songs, sometimes I was like the computer generated one.","it, other people's songs, i, the computer",Neutral,0.6715
Music Sharing,PYIPEW_music_sharing.txt,"I was like, okay, like I don't really see a point in listening to this because it's not someone that's in the study versus like when it was someone else's song listening by myself, I was like, oh, maybe I should pay closer attention to it because someone else finds it meaningful or something like that too.","i, i, a point, this, it, someone, that, the study, it, someone else's song, myself, i, i, closer attention, it, someone, it, that",Neutral,0.5321
Music Sharing,PYIPEW_music_sharing.txt,So that was interesting.,that,Positive,0.9322
Music Sharing,PYIPEW_music_sharing.txt,Like really anywhere.,No clear aspect,Neutral,0.7352
Music Sharing,PYIPEW_music_sharing.txt,I think it's such a great conversation starter.,"i, it, such a great conversation starter",Positive,0.9834
Music Sharing,PYIPEW_music_sharing.txt,Like I'll be at work,"i, work",Neutral,0.7219
Music Sharing,PYIPEW_music_sharing.txt,"and I'm like talking to everyone about like, I also, I go to a lot of concerts and stuff like that.","i, everyone, i, i, a lot, concerts, stuff, that",Neutral,0.6717
Music Sharing,PYIPEW_music_sharing.txt,"And like I am a music major, so music is a big part of my life.","i, music, a big part, my life",Positive,0.8304
Music Sharing,PYIPEW_music_sharing.txt,So it tends to be shared pretty much in every context.,"it, every context",Neutral,0.8067
Music Sharing,PYIPEW_music_sharing.txt,"But I think I've made like a lot of my closest friends through our shared music taste and then like, yeah.","i, i, a lot, my closest friends, our shared music taste",Positive,0.928
Music Sharing,PYIPEW_music_sharing.txt,"I think it's sort of how I get to know people a lot of times, personally at least.","i, it, i, people, a lot, times",Neutral,0.7577
Music Sharing,PYIPEW_music_sharing.txt,Yeah.,No clear aspect,Neutral,0.5491
Music Sharing,PYIPEW_music_sharing.txt,That'll be like one of the early on questions.,"that, questions",Neutral,0.8109
Music Sharing,PYIPEW_music_sharing.txt,"It's like, you know, you can ask like, what books do you like?","it, you, you, what books, you",Neutral,0.8567
Music Sharing,PYIPEW_music_sharing.txt,What music do you like?,"what music, you",Neutral,0.8468
Music Sharing,PYIPEW_music_sharing.txt,Like those are pretty like telling of who a person or not.,"those, telling, who, a person",Neutral,0.6543
Music Sharing,PYIPEW_music_sharing.txt,"not telling, but I feel like they're very informative for sure.","i, they",Positive,0.9314
Music Sharing,PYIPEW_music_sharing.txt,"Definitely, yeah.",No clear aspect,Positive,0.6112
Music Sharing,PYIPEW_music_sharing.txt,A lot of times it's recommendations from like my friends or the people that I'm talking to about it.,"times, it, recommendations, my friends, the people, that, i, it",Neutral,0.8244
Music Sharing,PYIPEW_music_sharing.txt,"So, yeah.",No clear aspect,Neutral,0.6129
Music Sharing,IIW3F8_music_sharing.txt,Usually when we're going on drives or like we're sitting and we're doing homework and we're playing songs.,"we, drives, we, we, homework, we, songs",Neutral,0.7994
Music Sharing,IIW3F8_music_sharing.txt,My friends and I like to bake a lot.,"my friends, i, a lot",Positive,0.8963
Music Sharing,IIW3F8_music_sharing.txt,"So we'll just like hit a shared playlist, like make a collaborative playlist, and then we'll do that.","we, a shared playlist, a collaborative playlist, we, that",Neutral,0.7668
Music Sharing,IIW3F8_music_sharing.txt,"So like very social setting, just, yeah.",very social setting,Neutral,0.8183
Music Sharing,IIW3F8_music_sharing.txt,And they're all usually happy songs.,"they, usually happy songs",Positive,0.7755
Music Sharing,IIW3F8_music_sharing.txt,"Sometimes a sad song will come in every now and again

Music is always on in the car, always when I'm walking somewhere or driving somewhere, always when we're cooking or even if we're just there to just like hang out and talk.","a sad song, every now and again

music, the car, i, we, we",Neutral,0.6617
Music Sharing,IIW3F8_music_sharing.txt,"Like there's always, always music playing.",No clear aspect,Neutral,0.6557
Music Sharing,IIW3F8_music_sharing.txt,"So it's very, very important.",it,Positive,0.6922
Music Sharing,IIW3F8_music_sharing.txt,And we all have our own favorite songs that we play when we're together too.,"we, all, our own favorite songs, that, we, we",Positive,0.8078
Music Sharing,IIW3F8_music_sharing.txt,"Like, this is us, this is us.","this, us, this, us",Neutral,0.5702
Music Sharing,IIW3F8_music_sharing.txt,"Like, this is our song that we play when we're together.","this, our song, that, we, we",Positive,0.6541
Music Sharing,IIW3F8_music_sharing.txt,"So yeah, I would say it's, it plays a pretty big role.","i, it, it, a pretty big role",Neutral,0.6101
Music Sharing,IIW3F8_music_sharing.txt,And I guess I haven't thought about it like that.,"i, i, it, that",Neutral,0.565
Music Sharing,IIW3F8_music_sharing.txt,But like music is always around all the time.,"music, all the time",Neutral,0.5991
Music Sharing,IIW3F8_music_sharing.txt,"And like we always, a lot of us play instruments too.","we, a lot, us, instruments",Neutral,0.8296
Music Sharing,IIW3F8_music_sharing.txt,And so like there's certain songs that we only play like when we're together that have a really deep meaning to like our group.,"certain songs, that, we, we, that, a really deep meaning, our group",Neutral,0.5787
Music Sharing,L0CULX_music_sharing.txt,I do.,i,Neutral,0.6151
Music Sharing,L0CULX_music_sharing.txt,"I don't like, I feel like I, there's, I mean, I like a lot, a wide range of stuff.","i, i, i, i, i, a lot, a wide range, stuff",Negative,0.6289
Music Sharing,L0CULX_music_sharing.txt,"I wouldn't say I'm like, one genre is my genre, but it depends as well.","i, i, one genre, my genre, it",Neutral,0.8284
Music Sharing,L0CULX_music_sharing.txt,"Like there's some stuff I'm like, I don't know if people would really like this.","some stuff, i, i, people, this",Negative,0.8517
Music Sharing,L0CULX_music_sharing.txt,I don't know if I want to share it.,"i, i, it",Negative,0.6552
Music Sharing,L0CULX_music_sharing.txt,"And then there's stuff that I'm like, oh, most people would probably enjoy this.","stuff, that, i, most people, this",Positive,0.6276
Music Sharing,L0CULX_music_sharing.txt,So I definitely like sharing a lot.,i,Positive,0.9684
Music Sharing,L0CULX_music_sharing.txt,So,No clear aspect,Neutral,0.5788
Music Sharing,L0CULX_music_sharing.txt,yeah.,No clear aspect,Neutral,0.5112
Music Sharing,L0CULX_music_sharing.txt,I don't know.,i,Neutral,0.5667
Music Sharing,L0CULX_music_sharing.txt,"I like, I mean, I share my music a lot if we're at like a social event, like a party or something, or just even like a gathering of friends.","i, i, i, my music, we, a social event, a party, something, a gathering, friends",Positive,0.8024
Music Sharing,L0CULX_music_sharing.txt,"Like I said, at a party, I'm more likely to play stuff people would know where if there's like a group of friends over or maybe in a car ride.","i, a party, i, stuff people, a group, friends, a car ride",Neutral,0.6065
Music Sharing,L0CULX_music_sharing.txt,I play my own stuff.,"i, my own stuff",Neutral,0.7522
Music Sharing,L0CULX_music_sharing.txt,Yeah.,No clear aspect,Neutral,0.5491
Music Sharing,L0CULX_music_sharing.txt,"Yeah, I think mostly I get songs from like people, I guess like the car ride one's a really good one where it's like, I feel like going down to Denver or something, like somebody plays a song.","i, i, songs, people, i, the car, a really good one, it, i, denver, something, somebody, a song",Positive,0.8724
Music Sharing,L0CULX_music_sharing.txt,"I'm like, oh, I kind of like this.","i, i, this",Positive,0.8339
Music Sharing,L0CULX_music_sharing.txt,I'll add it.,"i, it",Neutral,0.6718
Music Sharing,L0CULX_music_sharing.txt,"But yeah, I don't know.",i,Neutral,0.6137
Music Sharing,L0CULX_music_sharing.txt,That's a big one.,that,Neutral,0.526
Music Sharing,L0CULX_music_sharing.txt,"Sometimes I hear an artist that I like, we went, I just went to a concert on Monday with a friend and the opener was good.","i, an artist, that, i, we, i, a concert, monday, a friend, the opener",Positive,0.9739
Music Sharing,L0CULX_music_sharing.txt,And so sometimes it's just like that.,"it, that",Neutral,0.5744
Music Sharing,L0CULX_music_sharing.txt,I just liked what they were playing.,"i, what, they",Positive,0.8829
Music Sharing,L0CULX_music_sharing.txt,So things like that usually.,"so things, that",Neutral,0.7443
Music Sharing,L0CULX_music_sharing.txt,But I do like going out and searching for new music.,"i, new music",Positive,0.8411
Music Sharing,L0CULX_music_sharing.txt,I don't like waiting for to see if something will play that's good.,"i, something, that",Negative,0.7048
Music Sharing,TU93WC__music_sharing.txt,"think like, especially if it's a song that's meaningful to you, it's like you have that personal meaning attached.","it, a song, that, you, it, you, that personal meaning",Neutral,0.6198
Music Sharing,TU93WC__music_sharing.txt,"So when you share it with other people, you're kind of extending that to them.","you, it, other people, you, that, them",Neutral,0.8335
Music Sharing,TU93WC__music_sharing.txt,"I know if I share songs I like with my family or friends or whatever, and I know it's because it means a lot to me.","i, i, songs, i, my family, friends, whatever, i, it, it, a lot, me",Positive,0.9428
Music Sharing,TU93WC__music_sharing.txt,"Like my dad, for example, I showed my favorite movie and he fell asleep during it","my dad, example, i, my favorite movie, he, it",Neutral,0.5622
Music Sharing,TU93WC__music_sharing.txt,"and he was like, it was the worst thing I've ever seen.","he, it, the worst thing, i",Negative,0.9667
Music Sharing,TU93WC__music_sharing.txt,"And I was like, man, that's a bummer.","i, that, a bummer",Negative,0.913
Music Sharing,TU93WC__music_sharing.txt,"So, it's kind of that feeling, I guess.","it, kind of that feeling, i",Neutral,0.7485
Music Sharing,TU93WC__music_sharing.txt,I will say that like I'm strategic with how I share music with other people.,"i, i, i, music, other people",Neutral,0.6326
Music Sharing,TU93WC__music_sharing.txt,"I mean, obviously depending on whether I think they'll like it or not, or if it aligns with what they usually like.","i, i, they, it, it, what, they",Neutral,0.847
Music Sharing,TU93WC__music_sharing.txt,But yeah.,No clear aspect,Neutral,0.6504
Music Sharing,TU93WC__music_sharing.txt,"I mean, there's a lot of different ways.","i, a lot, different ways",Neutral,0.7824
Music Sharing,TU93WC__music_sharing.txt,"Whenever I'm in the car with my friends, like they'll play stuff or they'll start like a little jam thing on Spotify.","i, the car, my friends, they, stuff, they, a little jam thing, spotify",Neutral,0.6068
Music Sharing,TU93WC__music_sharing.txt,We can listen and like put stuff on the queue or whatever.,"we, stuff, the queue, whatever",Neutral,0.8864
Music Sharing,TU93WC__music_sharing.txt,I collect records.,"i, records",Neutral,0.8067
Music Sharing,TU93WC__music_sharing.txt,So I'll play like that on the record players and my friend collects CDs.,"i, that, the record players, my friend, cds",Neutral,0.8049
Music Sharing,TU93WC__music_sharing.txt,So it's kind of the opposite for him.,"it, kind of the opposite, him",Negative,0.6123
Music Sharing,TU93WC__music_sharing.txt,"I guess they're not opposites, but know what I mean.","i, they, opposites, what, i",Neutral,0.7478
Music Sharing,TU93WC__music_sharing.txt,"Like, so he'll just put something on and we'll listen to it, whatever.","he, something, we, it",Neutral,0.8454
Music Sharing,TU93WC__music_sharing.txt,"Like, I don't know.",i,Neutral,0.502
Music Sharing,TU93WC__music_sharing.txt,And I'll go to concerts with my friends and stuff.,"i, concerts, my friends, stuff",Positive,0.5043
Music Sharing,TU93WC__music_sharing.txt,And sometimes I don't always know who the artist is.,"i, who, the artist",Neutral,0.6088
Music Sharing,TU93WC__music_sharing.txt,"And it's just kind of like, we get to go and enjoy it.","it, we, it",Positive,0.719
Music Sharing,TU93WC__music_sharing.txt,So.,No clear aspect,Neutral,0.617
Music Sharing,TU93WC__music_sharing.txt,I think the lyrics is probably the biggest thing.,"i, the lyrics, the biggest thing",Positive,0.603
Music Sharing,TU93WC__music_sharing.txt,"Like if somebody, I was listening to a song that they liked, I was thinking about the lyrics like, oh, what about this might have resonated with them.","i, a song, that, they, i, the lyrics, this, them",Neutral,0.6688
Music Sharing,TU93WC__music_sharing.txt,"Yes, I mean, I definitely connect more with music where like there's kind of a shared experience with the artist in some way.","i, i, music, a shared experience, the artist, some way",Positive,0.8828
Music Sharing,TU93WC__music_sharing.txt,"If there's like a sense of relatability, I appreciate that.","a sense, relatability, i, that",Positive,0.8703
Music Sharing,TU93WC__music_sharing.txt,"And it's like, I mean, I guess just as an example, like 21 Pilots is a band that I really like.","it, i, i, an example, 21 pilots, a band, that, i",Positive,0.879
Music Sharing,TU93WC__music_sharing.txt,And I'll watch a lot of interviews like with them as well.,"i, a lot, interviews, them",Neutral,0.6227
Music Sharing,TU93WC__music_sharing.txt,"And specifically, there's like the mental health aspect to their music or whatever that I find relatable.","the mental health aspect, their music, whatever, that, i",Positive,0.5511
Music Sharing,TU93WC__music_sharing.txt,"And so when I listen to it, I'm like, okay, that's other people have experienced this negative experience that I have.","i, it, i, that, other people, this negative experience, that, i",Negative,0.4976
Music Sharing,TU93WC__music_sharing.txt,"And then it kind of, I don't know, it adds that layer of resonance to the music for me when I'm like, there's a shared experience there.","it, i, it, layer, resonance, the music, me, i, a shared experience",Positive,0.5744
Music Sharing,Y1I6D6_music_sharing.txt,"No, not really.",No clear aspect,Neutral,0.5927
Music Sharing,Y1I6D6_music_sharing.txt,"I mean, like when I'm in the car with my friends, I'll play a song","i, i, the car, my friends, i, a song",Neutral,0.6623
Music Sharing,Y1I6D6_music_sharing.txt,"and I'll be like,",i,Neutral,0.7074
Music Sharing,Y1I6D6_music_sharing.txt,"yeah,",No clear aspect,Neutral,0.5388
Music Sharing,Y1I6D6_music_sharing.txt,I've heard that before.,"i, that",Neutral,0.6597
Music Sharing,Y1I6D6_music_sharing.txt,And that'll be about the end of the conversation.,"that, the end, the conversation",Neutral,0.8031
Music Sharing,Y1I6D6_music_sharing.txt,"Very rarely is like, oh, like the song I had to have a list.","the song, i, a list",Neutral,0.6463
Music Sharing,Y1I6D6_music_sharing.txt,"But like, they have pretty similar music tastes.","they, pretty similar music tastes",Positive,0.5719
Music Sharing,Y1I6D6_music_sharing.txt,"So it's like, we all know the same songs.","it, we, all, the same songs",Neutral,0.7081
Music Sharing,Y1I6D6_music_sharing.txt,I think the most that we talk about music is when we're playing like Fortnite and like the Fortnite Festival.,"i, that, we, music, we, fortnite, the fortnite festival",Neutral,0.6693
Music Sharing,Y1I6D6_music_sharing.txt,"I'll talk about like, oh, the song sucks.","i, the song",Negative,0.9552
Music Sharing,Y1I6D6_music_sharing.txt,"Oh, the song's good.","oh, the song's good",Positive,0.9821
Music Sharing,Y1I6D6_music_sharing.txt,I like the song.,"i, the song",Positive,0.954
Music Sharing,Y1I6D6_music_sharing.txt,"But like, I won't add those songs to my playlist.","i, those songs, my playlist",Negative,0.5243
Music Sharing,Y1I6D6_music_sharing.txt,"I'll just, it's like kind of like the game.","i, it, the game",Neutral,0.6753
Music Sharing,Y1I6D6_music_sharing.txt,Because you're playing like Guitar Hero and it's like that kind of thing.,"you, guitar hero, it, that kind, thing",Neutral,0.7372
Music Sharing,Y1I6D6_music_sharing.txt,It depends on the environment I'm in and like the mental state.,"it, the environment, i, the mental state",Neutral,0.7794
Music Sharing,Y1I6D6_music_sharing.txt,"if we're inebriated or not, that definitely makes a big factor, like how many people are there.","we, that, a big factor, how many people",Neutral,0.6656
Music Sharing,Y1I6D6_music_sharing.txt,"So I would say generally, I try to bring up like play songs people know that are like, we're popular, like Home by Edward Sharp, or like kind of like sounds like you could sing along to even if you haven't heard the song for a long time.","i, i, songs, people, that, we, home, edward sharp, sounds, you, you, the song, a long time",Positive,0.6685
Music Sharing,Y1I6D6_music_sharing.txt,"So like those type of songs, or I'll just play the worst possible song you've ever heard, like the most annoying song.","those type, songs, i, the worst possible song, you, the most annoying song",Negative,0.9631
Music Sharing,Y1I6D6_music_sharing.txt,"just to mess with Mike, if I'm just hanging out with my close, close friends, and I know that they can't change the acts, I'm gonna like mess with them for that.","just to mess, mike, i, my close, close friends, i, they, the acts, i, mess, them, that",Neutral,0.5993
Music Sharing,Y1I6D6_music_sharing.txt,"Normally just like upbeat songs are like, if I really like a new song, I'll play that maybe.","upbeat songs, i, a new song, i, that",Positive,0.8688
Music Sharing,35A4QY_music_sharing.txt,"Normally if it's like, I'll start by like, oh, if I like know that this song has a specific like feeling vibe, then I will try and find like artists like that.","it, i, i, this song, vibe, i, artists, that",Positive,0.5033
Music Sharing,35A4QY_music_sharing.txt,I like usually I listen to like artists to like get their like sense of like their sound.,"i, i, artists, their like sense, their sound",Neutral,0.5984
Music Sharing,35A4QY_music_sharing.txt,"And based off of that, if I don't like that in that moment, I go to a different one.","that, i, that, that moment, i, a different one",Neutral,0.5209
Music Sharing,35A4QY_music_sharing.txt,"Or a lot of the time, a lot of my friends are really into music, especially a lot of music I think is really good or whereas I guess there's significance in music culture.","the time, a lot, my friends, music, especially a lot, music, i, i, significance, music culture",Positive,0.9072
Music Sharing,35A4QY_music_sharing.txt,So they'll tell me albums to listen to and listen to us.,"they, me, albums, us",Neutral,0.858
Music Sharing,35A4QY_music_sharing.txt,And they're always always good.,they,Positive,0.9013
Music Sharing,35A4QY_music_sharing.txt,"Yeah, usually I do.",i,Neutral,0.7342
Music Sharing,35A4QY_music_sharing.txt,Yeah.,No clear aspect,Neutral,0.5491
Music Sharing,35A4QY_music_sharing.txt,I do.,i,Neutral,0.6151
Music Sharing,35A4QY_music_sharing.txt,"I find that notes to like the stuff that I know more or less is less like, of the stuff that's like, I guess, musically significant as a culture, but it's more like a lot of newer abstract, but still really good.","i, the stuff, that, i, the stuff, that, i, a culture, it, a lot",Positive,0.7855
Music Sharing,35A4QY_music_sharing.txt,"And then there should be more of those, and then just whoever can share that too.","those, just whoever, that",Neutral,0.7632
Music Sharing,35A4QY_music_sharing.txt,Cool.,cool,Positive,0.842
Music Sharing,35A4QY_music_sharing.txt,"I would say that like, normally if like we are like camping or just like hanging out or something like that, and it's like, oh like a song comes on that we hear, or we're like, oh, this song would be really good right now.","i, we, camping, something, that, it, a song, we, we, this song",Positive,0.9535
Music Sharing,35A4QY_music_sharing.txt,"They would like usually like sit down and like listen to like one song, which is cool.","they, one song, which",Positive,0.9131
Music Sharing,35A4QY_music_sharing.txt,"A lot of when we share our different recommendations come from, me and my roommate just talk a lot about that at night.","a lot, we, our different recommendations, me, my roommate, a lot, that, night",Neutral,0.6858
Music Sharing,35A4QY_music_sharing.txt,"And that just goes to very long conversations that we can listen to the next day and continue, which is cool.","that, very long conversations, that, we, the next day, which",Positive,0.9561
Music Sharing,35A4QY_music_sharing.txt,Or sometimes we teach each other songs with different instruments to try it out and then share it that way.,"we, each other songs, different instruments, it, it",Neutral,0.7556
Music Sharing,35A4QY_music_sharing.txt,"Or I'll see an album cover and be like, why do you like the album basically?","i, you, the album",Neutral,0.7648
Music Sharing,35A4QY_music_sharing.txt,And then they share it that way too.,"they, it",Neutral,0.5753
Music Sharing,35A4QY_music_sharing.txt,"For some of them, it's definitely like either like connected us or deepened our relationship a lot, which I think is really cool.","some, them, it, us, our relationship, which, i",Positive,0.9788
Music Sharing,35A4QY_music_sharing.txt,And just so that we can share that,"we, that",Neutral,0.6708
Music Sharing,35A4QY_music_sharing.txt,"and it'll also be like, oh, like this reminds me of this song, like text each other that.","it, this, me, this song, text, that",Neutral,0.6508
Music Sharing,35A4QY_music_sharing.txt,"And like just also share that experience, especially for songs that it's like, have more like memory behind it that we can both like associate with and be like, this happened like with me with this song and this happened with you with this song.","that experience, songs, that, it, memory, it, we, this, me, this song, this, you, this song",Neutral,0.6397
Music Sharing,35A4QY_music_sharing.txt,And it's cool to like be able to share that.,"it, that",Positive,0.9527
Music Sharing,35A4QY_music_sharing.txt,I,i,Neutral,0.5622
Music Sharing,PJ3JKN_music_sharing.txt,"Yeah, on some of the case by case basis.","some, the case, case basis",Neutral,0.7807
Music Sharing,PJ3JKN_music_sharing.txt,"I mean, if they ask for it for like, you know, if I could give you a recognition, but it's not like all the time, I'd say it's like once a month.","i, they, it, you, i, you, a recognition, it, all the time, i, it",Neutral,0.803
Music Sharing,PJ3JKN_music_sharing.txt,It's not like too much.,it,Neutral,0.7266
Music Sharing,PJ3JKN_music_sharing.txt,"I think in some cases, yes.","i, some cases",Neutral,0.6799
Music Sharing,PJ3JKN_music_sharing.txt,"Or if like if we trade off at the same time and be like, oh, I know this, I know this, I know this.","we, the same time, i, this, i, this, i, this",Neutral,0.7009
Music Sharing,PJ3JKN_music_sharing.txt,You mind if we play this.,"you, we, this",Neutral,0.849
Music Sharing,PJ3JKN_music_sharing.txt,"And they're like, yeah, sure, that's one of my favorite songs.","they, that, my favorite songs",Positive,0.9727
Music Sharing,PJ3JKN_music_sharing.txt,So we just kind of like go off of that.,"we, that",Neutral,0.8339
Music Sharing,PJ3JKN_music_sharing.txt,"Or like if it's an artist that I've never heard of, but they're like very similar to that one, they'd be like, okay, then I'll probably listen to it because it's kind of the same vibe.","it, an artist, that, i, they, they, i, it, it, kind of the same vibe",Positive,0.6762
Music Sharing,X1QQ4F_music_sharing.txt,"Yeah, it was.",it,Neutral,0.6169
Music Sharing,X1QQ4F_music_sharing.txt,I guess it was exciting.,"i, it",Positive,0.9273
Music Sharing,X1QQ4F_music_sharing.txt,And then the ones where it was just me,"and then the ones, it, just me",Neutral,0.699
Music Sharing,X1QQ4F_music_sharing.txt,and then I'd get someone else's song or the algorithm.,"i, someone else's song, the algorithm",Neutral,0.68
Music Sharing,X1QQ4F_music_sharing.txt,"When I would get someone else's song, it was like “ohh I kind of wonder who this person is...”","i, someone else's song, it, ohh, i, who, this person",Neutral,0.7695
Music Sharing,X1QQ4F_music_sharing.txt,I guess I thought about area and stuff.,"i, i, area, stuff",Neutral,0.8306
Music Sharing,X1QQ4F_music_sharing.txt,"Honestly, for some of the songs that other people picked, it just wasn't my style and I was like, “oh, I wonder why this is their favorite.”","some, the songs, that, other people, it, my style, i, i, this",Negative,0.5466
Music Sharing,X1QQ4F_music_sharing.txt,"And I guess it just gets you thinking about different things that people like, especially music.","i, it, you, different things, that, people, especially music",Neutral,0.7188
Music Sharing,X1QQ4F_music_sharing.txt,"Maybe it's a sound that they're really into, or a style, or maybe it's the artist.","it, a sound, they, a style, it, the artist",Neutral,0.8323
Music Sharing,X1QQ4F_music_sharing.txt,"Yeah,",No clear aspect,Neutral,0.5406
Music Sharing,X1QQ4F_music_sharing.txt,but I don't know.,i,Neutral,0.5862
Music Sharing,X1QQ4F_music_sharing.txt,It's weird.,it,Negative,0.7369
Music Sharing,X1QQ4F_music_sharing.txt,It's very dependent on the person.,"it, the person",Neutral,0.7514
Music Sharing,X1QQ4F_music_sharing.txt,I have a friend who has very different music tastes,"i, a friend, who, very different music",Neutral,0.7432
Music Sharing,X1QQ4F_music_sharing.txt,and I'll show him something.,"i, him, something",Neutral,0.7324
Music Sharing,X1QQ4F_music_sharing.txt,"I'm like, “Yo, this is so sick.","i, this",Negative,0.9107
Music Sharing,X1QQ4F_music_sharing.txt,I love this!”,"i, this",Positive,0.9819
Music Sharing,X1QQ4F_music_sharing.txt,"And then he'll be like, “it kind of sucks.”","he, it",Negative,0.8637
Music Sharing,X1QQ4F_music_sharing.txt,"I'm like, “OK, well, now I don't want to show you anything more...”","i, i, you, anything",Negative,0.6624
Music Sharing,X1QQ4F_music_sharing.txt,"So I mean,",i,Neutral,0.7099
Music Sharing,X1QQ4F_music_sharing.txt,"yeah,",No clear aspect,Neutral,0.5388
Music Sharing,X1QQ4F_music_sharing.txt,I guess that kind of makes an impact on who you want to show music to.,"i, an impact, who, you, music",Neutral,0.8315
Music Sharing,X1QQ4F_music_sharing.txt,"Like other people, I’m showing maybe something from Dominic Fike and then they're like, “Oh yeah, that's sick.”","other people, i, something, dominic fike, they, that",Negative,0.5286
Music Sharing,X1QQ4F_music_sharing.txt,"Or like what I was saying about guitar and different vocals, I have friends who produce music and then I'm like, “this part's really cool.","what, i, guitar, different vocals, i, friends, who, music, i",Positive,0.9371
Music Sharing,X1QQ4F_music_sharing.txt,Like I wonder how they did this.”,"i, they, this",Neutral,0.6847
Music Sharing,X1QQ4F_music_sharing.txt,"And then usually they're like, “Oh yeah, that is super sick.”","they, that",Negative,0.6293
Music Sharing,X1QQ4F_music_sharing.txt,"So yeah, definitely depends on the person.",the person,Neutral,0.7611
Music Sharing,X1QQ4F_music_sharing.txt,My girlfriend does not like a lot of the songs that I like because of their voices.,"my girlfriend, a lot, the songs, that, i, their voices",Negative,0.8006
Music Sharing,X1QQ4F_music_sharing.txt,"I listen to a lot of like, hyper pop and like very... not intense stuff, but maybe not calm...","i, a lot, like, hyper pop",Neutral,0.7197
Music Sharing,X1QQ4F_music_sharing.txt,"And so I’ll show her a song and she’ll be like, “can we skip this?”","i, her, a song, she, we, this",Neutral,0.7272
Music Sharing,X1QQ4F_music_sharing.txt,"I'm like, OK, yeah, that's fine.","i, that",Positive,0.7674
Music Sharing,X1QQ4F_music_sharing.txt,Yeah...,No clear aspect,Neutral,0.6611
Music Sharing,X1QQ4F_music_sharing.txt,I don't know...,i,Neutral,0.5618
Music Sharing,X1QQ4F_music_sharing.txt,He has a really cool style and it's very personable.,"he, a really cool style, it",Positive,0.983
Music Sharing,X1QQ4F_music_sharing.txt,"But at the same time, some of the lyrics you're like, “I don't really get that.”","the same time, some, the lyrics, you, i, that",Neutral,0.496
Music Sharing,X1QQ4F_music_sharing.txt,"But if you read into it, it kind of makes sense.","you, it, it, sense",Positive,0.5917
Music Sharing,X1QQ4F_music_sharing.txt,"Also, the singing.","also, the singing",Neutral,0.7602
Music Sharing,X1QQ4F_music_sharing.txt,I've always been someone who loves to sing and I've been in choir for a long time.,"i, someone, who, i, choir, a long time",Positive,0.9117
Music Sharing,X1QQ4F_music_sharing.txt,He does a lot of things that are just really fun to sing when you're in a car and you play it.,"he, a lot, things, that, you, a car, you, it",Positive,0.9592
Music Sharing,X1QQ4F_music_sharing.txt,You just want to sing it out loud.,"you, it",Neutral,0.5537
Music Sharing,X1QQ4F_music_sharing.txt,And there's also a lot of dynamics.,"a lot, dynamics",Neutral,0.7359
Music Sharing,X1QQ4F_music_sharing.txt,"Like it’s soft, just like songs that you can sway and just close your eyes to.","it, songs, that, you, your eyes",Neutral,0.557
Music Sharing,X1QQ4F_music_sharing.txt,And then there are songs that are very jumpy and fun.,"songs, that",Positive,0.9407
